time[s] raw_val V   CHG Pin
5	250	0.1987	0
10	249	0.1979	0
15	251	0.1995	0
20	250	0.1987	0
25	251	0.1995	0
30	250	0.1987	0
35	251	0.1995	0
40	251	0.1995	0
45	251	0.1995	0
50	250	0.1987	0
55	250	0.1987	0
60	249	0.1979	0
65	251	0.1995	0
70	250	0.1987	0
75	251	0.1995	0
80	251	0.1995	0
85	250	0.1987	0
90	250	0.1987	0
95	251	0.1995	0
100	250	0.1987	0
105	250	0.1987	0
110	251	0.1995	0
115	1514	1.2035	0
120	1513	1.2027	0
125	1513	1.2027	0
130	1514	1.2035	0
135	1513	1.2027	0
140	1513	1.2027	0
145	1513	1.2027	0
150	1513	1.2027	0
155	1513	1.2027	0
160	1513	1.2027	0
165	1513	1.2027	0
170	1512	1.2019	0
175	1513	1.2027	0
180	1513	1.2027	0
185	1512	1.2019	0
190	1514	1.2035	0
195	1514	1.2035	0
200	1512	1.2019	0
205	1513	1.2027	0
210	1513	1.2027	0
215	1513	1.2027	0
220	1512	1.2019	0
225	1511	1.2011	0
230	1513	1.2027	0
235	1513	1.2027	0
240	1514	1.2035	0
245	1512	1.2019	0
250	1514	1.2035	0
255	1513	1.2027	0
260	1513	1.2027	0
265	1513	1.2027	0
270	1514	1.2035	0
275	1512	1.2019	0
280	1513	1.2027	0
285	1512	1.2019	0
290	1513	1.2027	0
295	1512	1.2019	0
300	1514	1.2035	0
305	1512	1.2019	0
310	1513	1.2027	0
315	1513	1.2027	0
320	1512	1.2019	0
325	1513	1.2027	0
330	1513	1.2027	0
335	1512	1.2019	0
340	1513	1.2027	0
345	1513	1.2027	0
350	1514	1.2035	0
355	1512	1.2019	0
360	1513	1.2027	0
365	1512	1.2019	0
370	1513	1.2027	0
375	1512	1.2019	0
380	1514	1.2035	0
385	1512	1.2019	0
390	1514	1.2035	0
395	1513	1.2027	0
400	1513	1.2027	0
405	1512	1.2019	0
410	1513	1.2027	0
415	1512	1.2019	0
420	1512	1.2019	0
425	1513	1.2027	0
430	1512	1.2019	0
435	1511	1.2011	0
440	1514	1.2035	0
445	1513	1.2027	0
450	1513	1.2027	0
455	1513	1.2027	0
460	1514	1.2035	0
465	1512	1.2019	0
470	1513	1.2027	0
475	1512	1.2019	0
480	1513	1.2027	0
485	1512	1.2019	0
490	1514	1.2035	0
495	1512	1.2019	0
500	1512	1.2019	0
505	1513	1.2027	0
510	1513	1.2027	0
515	1513	1.2027	0
520	1513	1.2027	0
525	1513	1.2027	0
530	1513	1.2027	0
535	1512	1.2019	0
540	1513	1.2027	0
545	1512	1.2019	0
550	1513	1.2027	0
555	1512	1.2019	0
560	1514	1.2035	0
565	1514	1.2035	0
570	1512	1.2019	0
575	1513	1.2027	0
580	1513	1.2027	0
585	1514	1.2035	0
590	1513	1.2027	0
595	1512	1.2019	0
600	1512	1.2019	0
605	1513	1.2027	0
610	1513	1.2027	0
615	1512	1.2019	0
620	1512	1.2019	0
625	1513	1.2027	0
630	1512	1.2019	0
635	1512	1.2019	0
640	1513	1.2027	0
645	1512	1.2019	0
650	1513	1.2027	0
655	1512	1.2019	0
660	1513	1.2027	0
665	1512	1.2019	0
670	1513	1.2027	0
675	1513	1.2027	0
680	1512	1.2019	0
685	1512	1.2019	0
690	1513	1.2027	0
695	1512	1.2019	0
700	1513	1.2027	0
705	1512	1.2019	0
710	1513	1.2027	0
715	1512	1.2019	0
720	1512	1.2019	0
725	1511	1.2011	0
730	1513	1.2027	0
735	1513	1.2027	0
740	1514	1.2035	0
745	1513	1.2027	0
750	1512	1.2019	0
755	1513	1.2027	0
760	1513	1.2027	0
765	1513	1.2027	0
770	1514	1.2035	0
775	1513	1.2027	0
780	1512	1.2019	0
785	1513	1.2027	0
790	1513	1.2027	0
795	1513	1.2027	0
800	1513	1.2027	0
805	1513	1.2027	0
810	1513	1.2027	0
815	1512	1.2019	0
820	1513	1.2027	0
825	1513	1.2027	0
830	1513	1.2027	0
835	1513	1.2027	0
840	1513	1.2027	0
845	1513	1.2027	0
850	1512	1.2019	0
855	1513	1.2027	0
860	1513	1.2027	0
865	1513	1.2027	0
870	1513	1.2027	0
875	1513	1.2027	0
880	1514	1.2035	0
885	1512	1.2019	0
890	1514	1.2035	0
895	1514	1.2035	0
900	1511	1.2011	0
905	1513	1.2027	0
910	1513	1.2027	0
915	1512	1.2019	0
920	1513	1.2027	0
925	1513	1.2027	0
930	1513	1.2027	0
935	1513	1.2027	0
940	1513	1.2027	0
945	1512	1.2019	0
950	1513	1.2027	0
955	1512	1.2019	0
960	1513	1.2027	0
965	1513	1.2027	0
970	1514	1.2035	0
975	1511	1.2011	0
980	1514	1.2035	0
