time[s] raw_val V   CHG Pin
5	879	0.6987	0
10	850	0.6757	0
15	826	0.6566	0
20	806	0.6407	0
25	788	0.6264	0
30	775	0.6161	0
35	761	0.6049	0
40	750	0.5962	0
45	738	0.5867	0
50	729	0.5795	0
55	720	0.5723	0
60	710	0.5644	0
65	704	0.5596	0
70	695	0.5525	0
75	684	0.5437	0
80	678	0.5390	0
85	672	0.5342	0
90	665	0.5286	0
95	660	0.5246	0
100	653	0.5191	0
105	648	0.5151	0
110	641	0.5095	0
115	634	0.5040	0
120	632	0.5024	0
125	624	0.4960	0
130	617	0.4905	0
135	615	0.4889	0
140	611	0.4857	0
145	604	0.4801	0
150	600	0.4770	0
155	599	0.4762	0
160	590	0.4690	0
165	588	0.4674	0
170	583	0.4634	0
175	580	0.4611	0
180	574	0.4563	0
185	572	0.4547	0
190	569	0.4523	0
195	564	0.4483	0
200	561	0.4460	0
205	555	0.4412	0
210	553	0.4396	0
215	548	0.4356	0
220	545	0.4332	0
225	543	0.4316	0
230	539	0.4285	0
235	536	0.4261	0
240	534	0.4245	0
245	531	0.4221	0
250	527	0.4189	0
255	522	0.4149	0
260	521	0.4142	0
265	518	0.4118	0
270	513	0.4078	0
275	513	0.4078	0
280	512	0.4070	0
285	511	0.4062	0
290	510	0.4054	0
295	507	0.4030	0
300	505	0.4014	0
305	504	0.4006	0
310	503	0.3998	0
315	500	0.3975	0
320	494	0.3927	0
325	492	0.3911	0
330	491	0.3903	0
335	486	0.3863	0
340	485	0.3855	0
345	485	0.3855	0
350	481	0.3824	0
355	479	0.3808	0
360	475	0.3776	0
365	473	0.3760	0
370	473	0.3760	0
375	469	0.3728	0
380	466	0.3704	0
385	463	0.3680	0
390	463	0.3680	0
395	460	0.3657	0
400	457	0.3633	0
405	454	0.3609	0
410	453	0.3601	0
415	451	0.3585	0
420	450	0.3577	0
425	445	0.3537	0
430	446	0.3545	0
435	442	0.3514	0
440	441	0.3506	0
445	439	0.3490	0
450	438	0.3482	0
455	435	0.3458	0
460	432	0.3434	0
465	431	0.3426	0
470	429	0.3410	0
475	426	0.3386	0
480	424	0.3370	0
485	424	0.3370	0
490	422	0.3355	0
495	421	0.3347	0
500	419	0.3331	0
505	418	0.3323	0
510	413	0.3283	0
515	412	0.3275	0
520	410	0.3259	0
525	409	0.3251	0
530	406	0.3227	0
535	408	0.3243	0
540	405	0.3219	0
545	403	0.3204	0
550	402	0.3196	0
555	400	0.3180	0
560	397	0.3156	0
565	397	0.3156	0
570	396	0.3148	0
575	393	0.3124	0
580	391	0.3108	0
585	391	0.3108	0
590	389	0.3092	0
595	387	0.3076	0
600	386	0.3068	0
605	384	0.3052	0
610	383	0.3045	0
615	382	0.3037	0
620	379	0.3013	0
625	380	0.3021	0
630	378	0.3005	0
635	373	0.2965	0
640	373	0.2965	0
645	374	0.2973	0
650	370	0.2941	0
655	370	0.2941	0
660	369	0.2933	0
665	369	0.2933	0
670	366	0.2909	0
675	363	0.2886	0
680	362	0.2878	0
685	364	0.2894	0
690	360	0.2862	0
695	357	0.2838	0
700	358	0.2846	0
705	357	0.2838	0
710	357	0.2838	0
715	353	0.2806	0
720	353	0.2806	0
725	351	0.2790	0
730	350	0.2782	0
735	351	0.2790	0
740	350	0.2782	0
745	348	0.2766	0
750	346	0.2750	0
755	345	0.2742	0
760	345	0.2742	0
765	343	0.2727	0
770	343	0.2727	0
775	340	0.2703	0
