time[s] raw_val V   CHG Pin
5	1515	1.2043	0
10	1515	1.2043	0
15	1515	1.2043	0
20	1514	1.2035	0
25	1514	1.2035	0
30	1514	1.2035	0
35	1513	1.2027	0
40	1514	1.2035	0
45	1514	1.2035	0
50	1515	1.2043	0
55	1513	1.2027	0
60	1513	1.2027	0
65	1513	1.2027	0
70	1514	1.2035	0
75	1514	1.2035	0
80	1514	1.2035	0
85	1514	1.2035	0
90	1514	1.2035	0
95	1513	1.2027	0
100	1514	1.2035	0
105	1512	1.2019	0
110	1514	1.2035	0
115	1513	1.2027	0
120	1515	1.2043	0
125	1513	1.2027	0
130	1514	1.2035	0
135	1512	1.2019	0
140	1514	1.2035	0
145	1514	1.2035	0
150	1514	1.2035	0
155	1513	1.2027	0
160	1514	1.2035	0
165	1513	1.2027	0
170	1514	1.2035	0
175	1512	1.2019	0
180	1513	1.2027	0
185	1513	1.2027	0
190	1513	1.2027	0
195	1511	1.2011	0
200	1513	1.2027	0
205	1514	1.2035	0
210	1514	1.2035	0
215	1513	1.2027	0
220	1513	1.2027	0
225	1512	1.2019	0
230	1513	1.2027	0
235	1512	1.2019	0
240	1514	1.2035	0
245	1513	1.2027	0
250	1514	1.2035	0
255	1512	1.2019	0
260	1514	1.2035	0
265	1512	1.2019	0
270	1514	1.2035	0
275	1512	1.2019	0
280	1513	1.2027	0
285	1512	1.2019	0
290	1513	1.2027	0
295	1513	1.2027	0
300	1512	1.2019	0
305	1512	1.2019	0
310	1513	1.2027	0
315	1513	1.2027	0
320	1512	1.2019	0
325	1512	1.2019	0
330	1512	1.2019	0
335	1515	1.2043	0
340	1513	1.2027	0
345	1513	1.2027	0
350	1513	1.2027	0
355	1512	1.2019	0
360	1514	1.2035	0
365	1513	1.2027	0
370	1512	1.2019	0
375	1513	1.2027	0
380	1513	1.2027	0
385	1513	1.2027	0
390	1512	1.2019	0
395	1511	1.2011	0
400	1513	1.2027	0
405	1513	1.2027	0
410	1513	1.2027	0
415	1513	1.2027	0
420	1514	1.2035	0
425	1512	1.2019	0
430	1514	1.2035	0
435	1512	1.2019	0
440	1514	1.2035	0
445	1512	1.2019	0
450	1513	1.2027	0
455	1512	1.2019	0
460	1512	1.2019	0
465	1512	1.2019	0
